Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score,Social_Isolation_Score,Burnout_Level,Academic_Performance_Score,Academic_Failure_Risk
STU_13661,23,Female,University,7.29,0.0,5.88,1.34,70.8,67.1,3.85,Moderate,65.76,0
STU_13662,21,Male,College,1.09,5.86,5.3,4.34,73.62,98.48,2.36,Low,76.28,0
STU_13663,21,Male,College,4.55,4.06,4.86,2.48,76.47,99.38,3.3,Low,63.62,0
STU_13664,20,Male,College,7.02,3.65,7.19,2.13,75.86,72.9,4.28,Low,67.69,0
STU_13665,21,Female,College,6.68,0.0,8.27,1.5,76.52,98.03,4.97,Moderate,66.59,0
STU_13666,16,Male,High School,6.1,3.63,4.75,0.0,76.72,68.9,6.23,Moderate,75.12,0
STU_13667,18,Male,College,4.61,2.86,8.78,1.14,77.03,98.52,4.68,Low,90.26,0
STU_13668,17,Male,High School,7.21,3.09,8.36,0.53,58.21,80.09,5.69,Moderate,76.32,0
STU_13669,17,Male,High School,4.9,1.75,5.58,0.92,67.16,91.65,3.34,Low,89.66,0
STU_13670,16,Female,High School,5.88,2.79,6.15,0.96,72.85,89.67,5.93,Low,81.01,0
STU_13671,14,Male,High School,5.36,0.61,7.52,1.98,80.41,83.73,3.34,Low,64.8,0
STU_13672,24,Male,University,1.84,2.64,6.91,1.49,70.25,98.28,2.21,Low,80.63,0
STU_13673,18,Female,College,2.2,0.21,6.7,0.01,86.76,79.62,4.56,Low,86.8,0
STU_13674,21,Female,College,0.87,4.34,8.25,0.0,67.83,79.02,3.75,Low,89.43,0
STU_13675,24,Male,University,3.54,4.02,7.44,2.05,59.12,90.58,4.95,Moderate,80.27,0
STU_13676,13,Male,High School,6.53,3.81,5.07,0.0,64.0,75.17,4.72,Low,65.41,0
STU_13677,19,Male,College,5.35,0.0,7.37,0.0,69.26,97.27,5.39,Moderate,88.63,0
STU_13678,18,Male,College,4.42,2.66,6.96,1.21,79.82,91.72,4.52,Low,73.08,0
STU_13679,15,Male,High School,7.9,3.8,5.76,1.53,62.91,68.06,4.13,High,59.33,1
STU_13680,13,Male,High School,3.74,3.87,6.01,1.29,87.17,97.25,4.86,Low,72.16,0
STU_13681,25,Female,University,5.9,5.69,4.89,0.28,62.03,78.27,5.02,Moderate,71.38,0
STU_13682,16,Non-binary,High School,3.65,0.77,6.57,3.33,76.13,98.71,2.77,Low,76.03,0
STU_13683,21,Female,College,0.76,1.95,6.6,0.03,68.06,91.71,5.02,Low,72.64,0
STU_13684,14,Male,High School,2.62,3.28,7.42,1.84,83.31,97.46,2.51,Low,79.49,0
STU_13685,15,Female,High School,2.55,2.8,8.41,1.96,81.7,93.14,4.62,Low,72.04,0
STU_13686,14,Female,High School,0.95,4.04,6.49,1.72,81.13,89.58,3.11,Moderate,71.59,0
STU_13687,14,Female,High School,4.12,0.0,7.22,1.72,79.07,73.96,3.5,Low,69.13,0
STU_13688,22,Female,University,2.64,1.91,5.84,2.5,79.27,95.95,5.16,Low,97.18,0
STU_13689,23,Female,University,8.24,1.92,5.98,0.12,62.7,69.2,5.21,Moderate,86.13,0
STU_13690,23,Male,University,3.91,3.91,7.35,1.78,80.19,70.78,2.32,Low,80.55,0
STU_13691,20,Male,College,2.41,4.66,6.5,1.13,73.91,97.95,3.43,Low,91.36,0
STU_13692,15,Male,High School,1.78,3.08,6.53,0.4,82.48,97.31,4.81,Low,91.92,0
STU_13693,19,Male,College,1.7,6.1,6.19,0.1,86.98,79.22,5.07,High,54.71,1
STU_13694,20,Male,College,6.69,2.39,6.66,0.61,81.31,91.8,5.2,Low,93.8,0
STU_13695,15,Female,High School,6.91,1.39,6.22,1.45,73.51,72.92,5.98,Low,84.88,0
STU_13696,14,Female,High School,0.0,5.43,5.95,1.25,82.27,81.76,3.03,Low,95.44,0
STU_13697,25,Female,University,9.91,2.19,7.08,1.39,72.85,80.59,5.01,Moderate,67.95,0
STU_13698,25,Male,University,4.69,1.16,5.95,1.91,78.53,95.32,4.63,Low,74.14,0
STU_13699,20,Male,College,7.06,4.32,7.51,0.72,69.57,79.68,3.2,Low,71.29,0
STU_13700,15,Female,High School,2.49,1.21,5.56,1.9,79.02,71.39,3.61,Low,88.13,0
STU_13701,19,Female,College,2.04,3.49,9.32,4.17,85.95,97.87,3.3,Low,97.05,0
STU_13702,24,Female,University,3.88,4.97,7.96,2.43,67.38,98.0,3.51,Low,82.1,0
STU_13703,13,Male,High School,5.44,2.51,5.09,0.0,81.54,71.42,4.56,Moderate,79.66,0
STU_13704,24,Female,University,5.05,4.85,6.3,3.34,63.31,93.81,3.27,Moderate,73.46,0
STU_13705,18,Male,College,7.42,3.25,6.15,1.78,74.46,70.02,4.3,Moderate,70.63,0
STU_13706,24,Female,University,0.08,0.0,6.64,0.48,80.65,98.49,2.96,Low,83.47,0
STU_13707,24,Female,University,6.77,4.21,7.63,0.39,77.22,75.98,3.63,Low,80.51,0
STU_13708,25,Male,University,5.78,5.3,7.14,2.51,74.8,97.51,4.04,Moderate,74.5,0
STU_13709,21,Female,College,5.28,3.43,7.51,1.76,44.0,90.24,3.82,Moderate,86.33,0
STU_13710,24,Female,University,1.13,1.92,8.2,2.23,81.9,99.1,2.45,Low,78.14,0
STU_13711,15,Female,High School,2.5,3.06,6.09,0.24,66.7,97.17,3.59,Low,87.56,0
STU_13712,19,Non-binary,College,6.09,1.58,6.87,0.75,81.92,87.15,7.02,Low,72.87,0
STU_13713,25,Male,University,0.0,5.08,7.64,0.97,77.61,98.31,3.23,Low,88.88,0
STU_13714,18,Male,College,0.0,3.01,5.93,2.47,80.49,98.96,3.98,Low,82.04,0
STU_13715,20,Female,College,5.65,3.19,5.8,1.14,64.62,95.01,4.45,Moderate,75.72,0
STU_13716,15,Female,High School,5.91,2.28,6.87,1.18,57.56,90.9,4.61,Moderate,99.77,0
STU_13717,15,Non-binary,High School,2.64,4.5,5.09,1.47,80.55,81.56,3.94,Low,79.78,0
STU_13718,16,Female,High School,2.63,0.92,7.26,0.94,73.88,82.15,4.69,Low,96.37,0
STU_13719,15,Male,High School,6.88,6.84,5.68,0.0,51.15,84.86,4.79,Severe,65.34,1
STU_13720,21,Male,College,6.72,2.64,4.47,1.88,61.48,84.24,4.64,High,82.3,0
STU_13721,23,Female,University,3.65,2.97,7.58,1.84,75.65,98.09,3.52,Low,96.52,0
STU_13722,16,Female,High School,1.43,0.87,9.38,1.33,84.19,96.95,2.24,Low,76.34,0
STU_13723,18,Female,College,8.19,5.56,5.4,0.82,68.0,84.97,6.1,Low,60.5,0
STU_13724,20,Male,College,1.28,3.39,6.36,0.96,85.32,94.64,3.25,Low,92.17,0
STU_13725,23,Female,University,6.19,3.98,6.38,2.24,57.08,97.22,4.13,Low,71.01,0
STU_13726,25,Female,University,7.5,1.56,6.92,1.18,74.1,94.77,5.42,Moderate,88.99,0
STU_13727,20,Male,College,4.48,5.0,4.97,0.44,61.29,67.65,5.75,Moderate,63.6,0
STU_13728,17,Male,High School,3.03,1.46,7.64,1.62,73.54,83.93,4.15,Low,99.22,0
STU_13729,17,Female,High School,0.46,4.2,7.09,0.35,80.5,91.27,4.1,Low,85.59,0
STU_13730,18,Female,College,4.66,1.87,4.61,0.77,72.38,75.51,4.88,Moderate,76.15,0
STU_13731,22,Male,University,0.84,0.4,6.71,1.67,86.28,99.53,2.81,Low,85.01,0
STU_13732,19,Male,College,5.27,1.67,6.54,1.61,82.16,93.54,4.47,High,86.19,0
STU_13733,25,Male,University,0.0,0.48,6.95,0.78,72.88,85.32,2.92,Low,91.2,0
STU_13734,25,Male,University,0.31,2.44,7.51,0.97,80.77,96.76,3.76,Low,87.16,0
STU_13735,22,Male,University,4.83,5.38,6.25,1.15,64.13,63.04,3.72,Low,64.79,0
STU_13736,19,Female,College,6.6,5.77,5.12,0.0,59.81,79.87,5.03,Severe,62.62,1
STU_13737,25,Male,University,3.79,6.99,8.04,0.08,77.05,88.22,5.05,Moderate,93.53,0
STU_13738,16,Female,High School,7.13,2.1,4.31,0.6,41.91,91.49,5.51,High,72.96,1
STU_13739,18,Male,College,3.1,2.37,5.95,0.0,77.84,99.37,5.92,Low,81.64,0
STU_13740,19,Male,College,9.94,3.01,6.85,0.5,66.74,91.95,4.51,Moderate,72.06,0
STU_13741,17,Female,High School,1.17,0.0,8.06,1.59,78.17,96.56,2.97,Low,89.91,0
STU_13742,17,Female,High School,2.72,1.5,6.9,0.0,80.36,95.49,4.78,Moderate,81.39,0
STU_13743,14,Male,High School,7.88,1.45,8.01,0.97,73.12,96.72,6.11,Low,65.29,0
STU_13744,19,Female,College,3.85,0.93,5.87,0.0,71.33,90.0,3.79,Low,85.47,0
STU_13745,24,Male,University,6.87,1.9,7.2,0.9,82.21,87.57,5.73,High,76.24,0
STU_13746,18,Male,College,1.19,0.0,5.61,1.32,71.48,97.46,4.27,Moderate,93.35,0
STU_13747,23,Female,University,2.12,2.68,6.71,1.18,80.57,89.81,4.94,Low,98.93,0
STU_13748,13,Female,High School,5.99,0.0,7.04,2.68,79.55,96.55,4.91,Low,66.83,0
STU_13749,16,Male,High School,0.91,1.44,7.88,2.92,80.53,98.24,2.68,Low,85.38,0
STU_13750,15,Male,High School,1.47,0.0,6.66,0.0,71.02,70.96,3.15,Low,86.84,0
STU_13751,24,Female,University,4.22,4.57,4.98,1.51,73.6,87.39,5.08,Moderate,70.02,0
STU_13752,15,Male,High School,7.79,6.11,7.89,0.17,80.96,87.66,5.33,Moderate,84.21,0
STU_13753,19,Female,College,5.42,1.54,6.51,2.02,58.77,71.97,3.47,Moderate,80.65,0
STU_13754,23,Male,University,3.98,0.96,5.6,0.66,65.98,83.9,2.24,Moderate,70.82,0
STU_13755,24,Female,University,4.91,3.69,5.76,1.85,59.58,99.72,4.61,High,62.26,1
STU_13756,22,Male,University,0.15,1.39,8.44,1.93,83.15,99.9,5.03,Low,85.5,0
STU_13757,16,Non-binary,High School,3.05,0.33,8.46,0.83,79.15,99.58,2.84,Low,90.6,0
STU_13758,24,Male,University,5.6,0.0,5.93,0.67,46.05,98.98,5.49,Moderate,55.26,0
STU_13759,20,Female,College,5.09,0.26,9.1,1.62,80.32,87.6,5.35,Low,86.66,0
STU_13760,23,Male,University,6.03,4.62,5.51,1.28,66.06,88.01,4.8,Severe,69.95,1
STU_13761,21,Male,College,6.25,4.71,5.38,0.0,67.27,77.92,7.51,High,69.29,0
STU_13762,15,Male,High School,5.07,1.59,5.69,3.35,81.02,99.03,2.92,Moderate,88.77,0
STU_13763,17,Female,High School,0.0,3.33,6.16,2.25,75.88,98.05,3.48,Low,90.21,0
STU_13764,16,Male,High School,5.34,4.83,6.57,1.3,80.31,82.2,4.12,Moderate,63.39,0
STU_13765,24,Male,University,3.28,0.17,6.35,2.11,78.53,99.91,3.71,Moderate,60.57,0
STU_13766,22,Male,University,3.53,2.93,5.54,0.0,74.36,80.14,5.44,Low,80.3,0
STU_13767,18,Non-binary,College,3.57,0.0,6.43,0.0,74.53,84.63,5.89,Moderate,73.78,0
STU_13768,23,Male,University,5.23,2.12,7.61,0.0,80.92,71.59,4.58,Low,87.38,0
STU_13769,22,Male,University,0.83,3.9,4.59,0.0,71.24,85.35,5.31,Low,86.03,0
STU_13770,16,Female,High School,0.21,5.02,7.69,1.66,80.88,97.63,2.89,Low,86.37,0
STU_13771,20,Female,College,1.4,3.66,5.79,0.96,83.76,80.17,4.62,Low,76.8,0
STU_13772,15,Male,High School,6.8,0.0,8.15,1.2,82.73,97.5,4.72,Low,87.31,0
STU_13773,23,Female,University,3.41,0.51,9.08,1.14,73.28,83.12,3.41,Low,75.81,0
STU_13774,17,Male,High School,5.76,2.05,6.1,2.44,84.73,97.96,2.44,Low,61.54,0
STU_13775,25,Male,University,5.7,2.97,8.41,0.98,70.85,94.97,5.3,Low,84.16,0
STU_13776,13,Female,High School,5.49,2.83,5.48,0.0,56.4,93.52,5.29,Moderate,79.47,0
STU_13777,25,Female,University,5.82,1.24,4.95,0.33,76.93,76.19,5.42,High,68.47,0
STU_13778,18,Male,College,3.19,4.31,4.59,4.13,84.16,95.75,2.48,Low,67.8,0
STU_13779,23,Male,University,6.17,2.62,4.47,0.0,54.88,77.39,4.34,Moderate,76.8,0
STU_13780,17,Male,High School,5.45,0.47,6.67,1.71,78.4,99.39,3.29,Low,77.97,0
STU_13781,20,Female,College,0.53,1.44,5.89,2.76,82.79,97.4,2.79,Low,77.26,0
STU_13782,21,Non-binary,College,4.52,7.2,8.84,1.44,67.81,97.3,4.45,Low,72.64,0
STU_13783,20,Male,College,4.13,4.85,5.78,0.0,69.33,79.47,4.57,High,58.54,1
STU_13784,20,Female,College,5.66,4.17,5.32,0.91,74.73,91.31,4.63,Low,72.87,0
STU_13785,24,Male,University,4.56,3.07,5.84,0.0,64.0,76.0,5.44,Moderate,84.74,0
STU_13786,25,Female,University,3.9,0.72,7.37,2.2,75.1,91.25,2.36,Low,78.68,0
STU_13787,15,Male,High School,8.39,2.36,6.66,0.85,52.57,73.8,5.47,High,75.47,0
STU_13788,16,Female,High School,6.02,1.32,7.66,3.23,83.82,99.63,2.55,Low,96.09,0
STU_13789,23,Male,University,4.6,2.29,6.92,1.84,75.34,99.04,3.98,Low,70.24,0
STU_13790,16,Female,High School,1.7,0.84,8.77,0.0,76.58,91.97,4.11,Low,94.06,0
STU_13791,23,Male,University,4.8,3.49,6.48,0.67,75.85,93.63,3.72,Moderate,97.63,0
STU_13792,17,Male,High School,2.37,1.12,7.31,0.0,76.44,86.02,4.6,Low,81.93,0
STU_13793,25,Female,University,0.37,1.3,7.81,3.26,88.95,98.83,3.68,Low,87.78,0
STU_13794,21,Male,College,3.48,3.3,6.54,0.0,73.83,50.38,3.35,Low,93.86,0
STU_13795,24,Male,University,3.64,6.07,6.38,2.32,82.25,96.61,3.58,Moderate,71.74,0
STU_13796,21,Female,College,7.07,0.61,5.42,1.85,61.96,82.0,3.96,Moderate,85.35,0
STU_13797,22,Female,University,6.93,1.27,4.6,0.22,72.06,73.7,7.6,High,62.74,1
STU_13798,25,Male,University,6.17,2.6,7.79,2.43,85.02,99.24,4.36,Low,71.16,0
STU_13799,24,Male,University,4.28,1.64,6.48,1.32,72.19,97.48,3.32,Low,93.98,0
STU_13800,13,Male,High School,4.31,0.0,5.86,4.06,72.17,94.07,3.15,Low,86.78,0
STU_13801,20,Female,College,5.89,5.4,6.44,0.0,63.94,88.06,4.19,High,61.04,1
STU_13802,13,Male,High School,6.11,0.6,8.09,2.59,75.85,98.05,3.56,Low,66.22,0
STU_13803,14,Male,High School,5.39,3.08,7.35,1.8,68.57,78.23,4.84,Low,92.63,0
STU_13804,19,Female,College,5.77,3.85,7.4,0.04,66.31,88.67,4.7,Moderate,65.71,0
STU_13805,20,Male,College,4.33,0.52,5.61,2.86,73.62,91.04,4.38,Low,68.75,0
STU_13806,13,Male,High School,3.79,3.01,5.6,0.3,65.15,78.31,5.41,Moderate,88.97,0
STU_13807,15,Female,High School,0.0,3.67,6.49,3.22,80.24,94.75,2.93,Low,90.12,0
STU_13808,19,Male,College,3.65,0.0,7.52,0.0,85.22,79.34,2.56,Low,77.91,0
STU_13809,25,Female,University,2.69,2.17,7.56,1.74,81.58,98.43,3.51,Low,74.13,0
STU_13810,21,Female,College,4.74,3.23,6.56,1.32,77.72,75.39,5.38,Low,59.72,0
STU_13811,20,Male,College,2.81,4.24,8.32,3.8,72.98,99.68,1.91,Low,69.24,0
STU_13812,20,Male,College,4.84,0.0,6.91,1.09,86.61,99.51,5.03,Low,75.07,0
STU_13813,21,Female,College,0.0,2.68,8.34,0.0,81.89,96.7,4.25,Low,86.15,0
STU_13814,22,Female,University,2.09,4.17,4.53,1.0,69.75,75.48,3.97,Low,69.79,0
STU_13815,15,Male,High School,2.71,3.08,7.45,0.0,67.96,90.56,2.56,Low,92.19,0
STU_13816,20,Male,College,1.88,3.83,9.42,3.75,80.03,99.4,2.82,Low,88.3,0
STU_13817,13,Female,High School,12.25,3.79,5.59,0.37,53.04,94.09,7.8,Severe,59.14,1
STU_13818,20,Male,College,0.0,0.88,7.37,0.41,80.15,98.61,3.45,Low,86.22,0
STU_13819,25,Female,University,6.19,4.18,6.45,0.53,70.78,75.56,5.71,Moderate,78.67,0
STU_13820,19,Female,College,6.99,3.85,6.19,3.2,75.86,89.78,4.46,Low,74.02,0
STU_13821,25,Male,University,3.4,1.62,5.52,3.28,87.31,86.94,4.36,Low,85.06,0
STU_13822,20,Female,College,5.33,2.37,6.86,1.77,75.47,88.07,3.36,Low,93.87,0
STU_13823,13,Female,High School,6.03,3.98,5.65,0.0,59.69,72.27,4.54,Moderate,59.91,0
STU_13824,18,Male,College,4.84,4.81,6.11,1.13,88.48,88.18,5.12,Low,81.27,0
STU_13825,19,Female,College,0.09,2.18,6.45,0.33,82.72,96.25,4.72,Low,89.61,0
STU_13826,23,Female,University,5.52,3.2,7.2,1.79,75.49,99.3,3.15,Moderate,85.41,0
STU_13827,17,Male,High School,6.93,4.95,4.34,0.0,63.71,82.81,4.29,Severe,57.09,1
STU_13828,17,Male,High School,9.66,1.58,5.45,2.05,78.78,78.06,4.1,Moderate,54.31,0
STU_13829,19,Female,College,1.05,5.28,8.14,0.54,64.13,87.53,5.54,Low,74.3,0
STU_13830,23,Female,University,4.07,0.93,8.05,1.25,70.47,68.78,4.1,Low,72.85,0
STU_13831,15,Non-binary,High School,4.43,2.19,6.39,1.63,78.21,98.99,4.04,Low,72.47,0
STU_13832,18,Female,College,4.25,3.87,4.3,0.92,56.68,81.68,4.55,Moderate,68.08,0
STU_13833,19,Male,College,0.32,4.64,8.78,2.55,83.59,92.13,2.76,Low,88.83,0
STU_13834,13,Female,High School,7.25,2.88,5.81,0.99,60.63,95.16,4.78,Moderate,75.29,0
STU_13835,24,Male,University,6.99,0.0,5.86,0.81,58.24,77.38,3.46,Moderate,74.56,0
STU_13836,14,Male,High School,5.44,2.15,6.71,1.32,68.46,99.37,5.03,Low,82.95,0
STU_13837,24,Male,University,3.44,2.09,7.05,1.55,81.91,91.35,5.04,Low,68.63,0
STU_13838,16,Female,High School,3.96,2.27,6.4,2.02,81.99,88.46,3.99,Moderate,89.07,0
STU_13839,25,Male,University,3.78,4.7,6.58,0.0,64.98,83.12,6.04,Moderate,82.19,0
STU_13840,20,Male,College,1.02,0.49,7.7,2.69,84.53,97.74,2.02,Low,98.31,0
STU_13841,23,Male,University,6.25,2.34,4.83,0.28,55.15,70.95,6.11,Moderate,70.27,0
STU_13842,25,Male,University,4.56,2.2,5.87,0.0,72.66,75.51,6.17,Low,84.84,0
STU_13843,22,Female,University,6.22,2.09,7.26,0.0,68.7,89.21,2.56,High,86.8,0
STU_13844,18,Non-binary,College,5.15,0.85,8.23,2.78,73.98,99.45,1.68,Moderate,75.07,0
STU_13845,13,Female,High School,1.99,2.92,8.07,2.09,84.07,99.9,4.96,Low,98.97,0
STU_13846,22,Female,University,2.19,1.81,6.25,0.0,71.92,74.54,4.9,Low,81.98,0
STU_13847,17,Female,High School,7.78,1.3,7.17,1.02,65.11,79.12,5.14,Moderate,67.36,0
STU_13848,19,Female,College,5.9,1.62,5.6,0.43,71.66,77.77,4.05,Moderate,69.21,0
STU_13849,25,Female,University,3.55,1.46,6.26,1.13,76.53,95.9,4.56,Low,71.66,0
STU_13850,18,Male,College,5.9,0.77,5.32,0.0,74.74,77.58,5.78,Low,61.17,0
STU_13851,25,Male,University,2.32,1.1,6.74,1.88,74.9,98.92,3.86,Low,92.35,0
STU_13852,25,Male,University,7.21,0.0,5.81,1.56,79.42,98.18,5.28,Moderate,73.14,0
STU_13853,24,Male,University,1.11,5.66,8.13,1.21,83.14,90.62,4.29,Low,83.77,0
STU_13854,21,Male,College,4.99,2.85,4.99,1.01,66.64,99.02,4.29,Moderate,73.29,0
STU_13855,20,Female,College,4.16,2.31,7.44,0.1,81.02,70.67,3.6,Moderate,80.3,0
STU_13856,16,Female,High School,4.53,4.32,8.33,0.8,72.78,95.85,3.65,Moderate,74.55,0
STU_13857,25,Male,University,6.13,2.99,5.95,2.5,76.74,98.73,4.76,Moderate,89.46,0
STU_13858,23,Male,University,7.0,3.61,7.92,0.63,77.29,85.76,5.01,Low,77.39,0
STU_13859,24,Female,University,3.47,2.81,4.95,2.43,84.52,98.58,4.55,Low,83.4,0
STU_13860,17,Male,High School,0.0,5.66,8.52,0.82,83.63,98.58,3.56,Low,86.09,0
STU_13861,19,Male,College,0.21,7.14,5.38,1.73,81.52,97.34,4.37,Moderate,97.19,0
STU_13862,20,Female,College,3.54,5.87,6.46,1.46,76.74,94.57,5.63,Moderate,63.89,0
STU_13863,17,Male,High School,4.59,0.0,5.29,0.76,59.89,88.31,6.85,Low,79.63,0
STU_13864,21,Female,College,5.44,1.41,7.12,2.87,71.03,89.66,2.6,Low,91.77,0
STU_13865,22,Female,University,4.98,1.52,9.03,1.63,73.6,99.28,3.77,Low,71.51,0
STU_13866,24,Female,University,6.73,4.91,5.43,2.08,58.23,97.43,5.11,Moderate,67.16,0
STU_13867,16,Male,High School,9.0,1.78,4.24,0.0,67.78,83.87,6.26,Moderate,62.14,0
STU_13868,16,Male,High School,4.74,1.92,6.14,3.14,74.39,85.47,2.97,Moderate,79.55,0
STU_13869,25,Male,University,5.4,1.64,7.61,0.73,59.85,86.95,4.28,Moderate,90.61,0
STU_13870,20,Male,College,2.59,1.92,7.43,2.36,76.02,94.54,2.59,Low,89.5,0
STU_13871,13,Female,High School,4.64,2.46,10.09,0.6,59.85,88.73,2.81,Moderate,97.38,0
STU_13872,20,Female,College,5.02,3.53,6.42,0.09,72.72,98.31,5.04,Moderate,81.59,0
STU_13873,17,Female,High School,4.88,2.32,8.19,2.86,84.89,99.79,2.8,Low,80.4,0
STU_13874,25,Female,University,2.62,2.25,4.71,0.61,76.08,86.38,5.09,Low,84.95,0
STU_13875,23,Male,University,4.91,1.64,8.62,1.41,80.39,97.37,3.55,Moderate,90.83,0
STU_13876,13,Female,High School,4.73,2.92,6.46,0.34,85.77,91.04,5.23,Low,72.52,0
STU_13877,16,Male,High School,5.29,0.0,6.6,0.0,84.48,84.94,5.09,Low,91.5,0
STU_13878,14,Male,High School,3.5,0.0,5.04,1.38,61.8,98.55,4.09,High,83.4,0
STU_13879,16,Female,High School,4.53,0.7,6.01,3.04,66.23,97.8,4.31,Low,87.95,0
STU_13880,20,Male,College,9.94,3.61,5.31,0.0,53.85,80.16,6.6,Severe,70.69,1
STU_13881,17,Female,High School,4.64,0.0,7.41,0.3,43.19,82.1,5.51,Moderate,79.96,0
STU_13882,13,Female,High School,7.18,4.22,5.85,1.12,78.37,78.69,3.57,Low,66.14,0
STU_13883,19,Male,College,8.06,2.71,8.66,1.21,82.24,90.78,5.73,Low,86.85,0
STU_13884,13,Non-binary,High School,0.87,0.53,5.03,0.73,82.35,86.16,5.26,Low,94.41,0
STU_13885,21,Male,College,4.0,3.42,7.18,0.0,70.46,97.35,3.16,Low,84.91,0
STU_13886,15,Female,High School,4.12,0.81,3.72,1.68,71.7,89.58,3.46,Moderate,71.5,0
STU_13887,24,Male,University,9.54,2.52,5.73,0.04,68.86,97.55,4.56,Moderate,74.17,0
STU_13888,15,Male,High School,9.21,1.57,6.51,1.81,73.34,78.78,4.91,Low,86.57,0
STU_13889,18,Male,College,0.87,4.28,6.61,0.34,83.78,85.82,4.63,Low,72.8,0
STU_13890,22,Female,University,1.99,3.97,8.51,0.84,83.05,87.79,3.41,Low,83.28,0
STU_13891,18,Female,College,7.56,4.31,6.8,0.0,69.03,74.64,6.41,Low,60.19,0
STU_13892,25,Female,University,3.19,4.74,7.05,1.22,77.09,86.76,2.93,Low,95.17,0
STU_13893,23,Female,University,6.12,3.83,6.62,0.06,68.77,94.43,4.75,High,70.33,0
STU_13894,23,Female,University,3.95,3.03,5.82,1.9,70.09,98.4,3.72,Low,81.36,0
STU_13895,18,Male,College,1.82,0.0,6.92,1.15,63.53,98.63,3.44,Low,95.37,0
STU_13896,25,Female,University,7.76,2.56,8.76,1.17,75.98,87.36,6.83,High,77.42,0
STU_13897,13,Male,High School,2.68,0.0,6.79,1.52,84.64,92.4,2.8,Low,93.63,0
STU_13898,17,Male,High School,4.18,0.22,5.56,0.0,75.99,92.05,3.91,Low,76.34,0
STU_13899,24,Male,University,1.66,3.89,8.71,3.42,84.72,93.82,2.52,Low,67.43,0
STU_13900,18,Male,College,1.72,0.36,8.43,2.89,83.3,99.75,4.81,Low,97.5,0
STU_13901,20,Female,College,4.65,3.34,6.29,0.18,85.21,98.2,6.03,Low,71.91,0
STU_13902,25,Male,University,2.12,2.15,5.77,0.0,81.62,91.96,4.45,Low,80.76,0
STU_13903,13,Female,High School,8.27,2.16,7.73,0.64,78.33,86.37,4.01,Moderate,85.05,0
STU_13904,17,Female,High School,6.22,1.86,5.94,0.0,68.61,70.47,6.2,High,61.89,1
STU_13905,15,Male,High School,6.48,3.39,7.02,0.52,60.4,91.3,6.76,High,57.39,1
STU_13906,14,Female,High School,3.77,1.93,7.94,0.79,75.76,83.6,5.05,Low,52.9,0
STU_13907,23,Female,University,3.84,1.72,6.66,0.0,66.9,85.03,4.51,Low,90.25,0
STU_13908,20,Male,College,5.61,3.2,7.46,0.0,74.95,79.24,6.38,Moderate,80.6,0
STU_13909,19,Female,College,0.0,2.35,6.93,0.0,58.09,98.81,3.83,Low,99.76,0
STU_13910,22,Male,University,3.36,0.44,6.14,2.03,76.46,96.06,3.61,Low,78.02,0
STU_13911,19,Male,College,0.0,2.33,5.37,0.98,75.3,81.0,4.37,Low,78.26,0
STU_13912,17,Male,High School,5.07,0.17,7.92,2.07,74.88,97.84,3.22,Low,82.52,0
STU_13913,24,Female,University,1.61,2.5,6.49,0.0,77.79,76.11,2.81,Low,97.48,0
STU_13914,25,Female,University,4.2,4.7,6.55,1.45,75.8,97.19,5.35,Low,66.93,0
STU_13915,21,Male,College,2.28,0.81,7.39,1.73,79.91,98.8,3.09,Low,79.44,0
STU_13916,17,Male,High School,8.07,4.02,6.13,1.02,73.79,83.5,5.92,Moderate,85.74,0
STU_13917,14,Female,High School,10.15,3.61,5.13,1.45,64.0,84.38,6.04,Moderate,60.82,0
STU_13918,15,Female,High School,6.79,0.0,5.93,0.03,68.79,94.33,5.32,High,62.08,1
STU_13919,16,Female,High School,6.93,2.69,6.29,1.82,69.12,76.02,4.39,Moderate,63.01,0
STU_13920,17,Male,High School,4.39,4.61,3.5,0.18,54.93,81.34,5.05,Moderate,67.69,0
STU_13921,25,Male,University,2.93,1.43,4.17,0.69,72.44,76.23,3.73,Moderate,72.47,0
STU_13922,15,Female,High School,0.0,1.35,8.2,2.16,84.85,87.58,1.78,Low,97.51,0
STU_13923,24,Male,University,4.95,1.0,8.53,2.65,76.57,96.8,3.47,Low,99.56,0
STU_13924,19,Male,College,3.75,2.94,7.33,0.0,82.55,98.24,3.84,Moderate,98.47,0
STU_13925,17,Male,High School,5.06,0.0,8.67,0.0,75.24,78.08,3.21,Low,93.18,0
STU_13926,17,Female,High School,2.72,0.34,7.9,1.49,80.22,99.3,3.19,Low,87.42,0
STU_13927,18,Male,College,0.77,0.93,7.82,2.76,77.84,98.04,2.44,Low,76.39,0
STU_13928,19,Male,College,1.6,0.0,5.73,0.0,72.27,86.95,3.12,Low,90.13,0
STU_13929,22,Female,University,8.33,0.0,6.63,0.0,63.28,75.03,4.09,Moderate,70.54,0
STU_13930,22,Female,University,9.34,0.88,5.11,2.8,51.71,98.99,4.59,High,71.89,1
STU_13931,20,Female,College,0.57,1.88,5.6,4.47,79.17,99.3,1.77,Low,98.62,0
